ID|CODE|TRANSLATION[it]
arpav.imp.terra.type01.01_V0|01|A - Inst. di prot. scariche atm.
arpav.imp.terra.type01.02_V0|02|B - Impianti di messa a terra
arpav.imp.terra.type01.03_V0|03|C - Ins. elett. In luoghi peric.
