ID|CODE|TRANSLATION[it]
arpav.sa.esenzione.01_V0|01|Nessuna esenzione
arpav.sa.esenzione.02_V0|02|Esente mora e bollo (o IVA)
arpav.sa.esenzione.03_V0|03|Esente mora
arpav.sa.esenzione.04_V0|04|Esente da emissione fattura
arpav.sa.esenzione.05_V0|05|Esente IVA esportatori abituali
