ID|CODE|TRANSLATION[it]
arpav.imp.ascensori.velocita.01_V0|0|FINO A 0,3
arpav.imp.ascensori.velocita.02_V0|1|DA 0,4 A 0,5
arpav.imp.ascensori.velocita.03_V0|2|DA 0,6 A 0,85
arpav.imp.ascensori.velocita.04_V0|3|DA 0,86 A 1,2
arpav.imp.ascensori.velocita.05_V0|4|DA 1,21 A 1,5
arpav.imp.ascensori.velocita.06_V0|5|DA 1,51 A 2,5
arpav.imp.ascensori.velocita.07_V0|6|DA 2,51 A 5
arpav.imp.ascensori.velocita.08_V0|7|OLTRE 5
