ID|CODE|TRANSLATION[it]
arpav.imp.terra.subtypeb.01_V0|01|51 - Potenza inst. fino a 1000 KW
arpav.imp.terra.subtypeb.02_V0|02|52 - Potenza inst. oltre 1000 KW
arpav.imp.terra.subtypeb.03_V0|03|53 - Cabine ad alta tensione
